12:05:26 23:16:37,System Idle Process,5
12:05:26 23:16:42,System Idle Process,5
12:05:26 23:16:47,System Idle Process,5
12:05:26 23:16:52,System Idle Process,5
12:05:26 23:16:57,System Idle Process,5
12:05:26 23:17:02,System Idle Process,5
12:05:26 23:17:07,System Idle Process,5
12:05:26 23:17:12,System Idle Process,5
12:05:26 23:17:17,System Idle Process,5
12:05:26 23:17:22,System Idle Process,5
12:05:26 23:17:27,System Idle Process,5
12:05:26 23:17:32,System Idle Process,5
12:05:26 23:17:37,System Idle Process,5
12:05:26 23:17:42,System Idle Process,5
12:05:26 23:17:47,System Idle Process,5
12:05:26 23:17:52,System Idle Process,5
12:05:26 23:17:57,System Idle Process,5
12:05:26 23:18:02,System Idle Process,5
12:05:26 23:18:07,System Idle Process,5
12:05:26 23:18:12,System Idle Process,5
12:05:26 23:18:17,System Idle Process,5
12:05:26 23:18:22,System Idle Process,5
12:05:26 23:18:27,System Idle Process,5
12:05:26 23:18:32,System Idle Process,5
12:05:26 23:18:37,System Idle Process,5
12:05:26 23:18:42,System Idle Process,5
12:05:26 23:18:47,System Idle Process,5
12:05:26 23:18:52,System Idle Process,5
12:05:26 23:18:57,System Idle Process,5
12:05:26 23:19:02,System Idle Process,5
12:05:26 23:19:07,System Idle Process,5
12:05:26 23:19:12,System Idle Process,5
12:05:26 23:19:17,System Idle Process,5
12:05:26 23:19:22,System Idle Process,5
12:05:26 23:19:27,System Idle Process,5
12:05:26 23:19:32,System Idle Process,5
12:05:26 23:19:37,System Idle Process,5
12:05:26 23:19:42,System Idle Process,5
12:05:26 23:19:47,System Idle Process,5
12:05:26 23:19:52,System Idle Process,5
12:05:26 23:19:57,System Idle Process,5
12:05:26 23:20:02,System Idle Process,5
12:05:26 23:20:07,System Idle Process,5
12:05:26 23:20:12,System Idle Process,5
12:05:26 23:20:17,System Idle Process,5
12:05:26 23:20:22,System Idle Process,5
12:05:26 23:20:27,System Idle Process,5
12:05:26 23:20:32,System Idle Process,5
12:05:26 23:20:37,System Idle Process,5
12:05:26 23:20:42,System Idle Process,5
12:05:26 23:20:47,System Idle Process,5
12:05:26 23:20:52,System Idle Process,5
12:05:26 23:20:57,System Idle Process,5
12:05:26 23:21:02,System Idle Process,5
12:05:26 23:21:07,System Idle Process,5
12:05:26 23:21:12,System Idle Process,5
12:05:26 23:21:17,System Idle Process,5
12:05:26 23:21:22,System Idle Process,5
12:05:26 23:21:27,System Idle Process,5
12:05:26 23:21:32,System Idle Process,5
12:05:26 23:21:37,System Idle Process,5
12:05:26 23:21:42,System Idle Process,5
12:05:26 23:21:47,System Idle Process,5
12:05:26 23:21:52,System Idle Process,5
12:05:26 23:21:57,System Idle Process,5
12:05:26 23:22:02,System Idle Process,5
12:05:26 23:22:07,System Idle Process,5
12:05:26 23:22:12,System Idle Process,5
12:05:26 23:22:17,System Idle Process,5
12:05:26 23:22:22,System Idle Process,5
12:05:26 23:22:27,System Idle Process,5
12:05:26 23:22:32,System Idle Process,5
12:05:26 23:22:37,System Idle Process,5
12:05:26 23:22:42,System Idle Process,5
12:05:26 23:22:47,System Idle Process,5
12:05:26 23:22:52,System Idle Process,5
12:05:26 23:22:57,System Idle Process,5
12:05:26 23:23:02,System Idle Process,5
12:05:26 23:23:07,System Idle Process,5
12:05:26 23:23:12,System Idle Process,5
12:05:26 23:23:17,System Idle Process,5
12:05:26 23:23:22,System Idle Process,5
12:05:26 23:23:27,System Idle Process,5
12:05:26 23:23:32,System Idle Process,5
12:05:26 23:23:37,System Idle Process,5
